,total_sessions,total_session_seconds,total_calories
3690-19,1,9180,703
1488-38,3,21000,3291
4487-15,2,11100,852
3815-30,2,10860,2363
2792-29,2,12300,1281
2094-10,2,15240,1920
581-24,2,13740,1552
4930-12,1,10380,183
244-31,2,8640,1625
418-21,2,15000,884
4942-21,1,2040,1841
1831-40,1,4260,527
853-5,2,15480,1872
1464-20,2,7260,3105
2935-23,4,18900,3190
39-40,1,4080,1163
2265-6,2,17160,1354
3629-5,2,6000,2070
3939-23,2,20760,1580
4720-18,3,12000,1421
2664-40,1,10320,888
3590-25,1,5760,884
2465-9,3,11940,3191
4467-14,2,15060,907
4849-37,1,7980,651
1650-7,1,3720,2022
4299-12,1,3600,361
1728-14,3,15120,4136
3737-2,1,2400,542
3451-3,3,18840,2630
401-8,3,20700,2191
1793-14,2,10800,2768
2381-33,2,10320,2462
4950-23,2,12900,1980
2528-5,2,8640,2083
3651-39,1,10680,419
1435-25,2,12420,2538
3355-36,1,7680,912
816-14,3,17940,2603
2585-28,2,13080,1367
3492-8,1,9060,625
1235-13,3,18900,1917
3673-6,3,18540,4159
2216-28,2,13860,938
2205-31,1,6420,516
3741-34,1,3540,545
805-35,1,6360,723
4943-25,1,8820,1671
218-5,4,34020,3029
4674-4,1,9240,1801
3869-40,1,6840,1754
3780-10,1,8580,729
3682-33,1,10500,578
4981-31,2,19740,2749
4863-9,1,8160,244
3658-36,1,8520,655
3568-35,1,9300,567
2526-8,1,2700,757
1925-38,2,12660,995
3508-19,2,13080,1339
75-9,2,7080,689
3729-23,2,12480,2229
4089-26,1,3660,1964
564-32,1,5760,736
61-15,3,15900,2183
1653-10,3,17460,3297
3550-32,2,6360,774
34-35,1,3060,1158
3083-39,1,5700,558
2625-32,1,9660,825
3069-14,3,15240,2609
1365-4,3,21360,2543
666-41,2,17100,2788
4659-4,1,5880,781
2061-25,2,11940,1240
2746-7,2,15180,2730
1533-16,1,9780,225
4412-23,2,10920,1545
1353-3,2,6240,2250
4589-32,3,19800,3706
3512-1,2,17820,2017
4915-7,1,4260,700
4715-23,4,34800,3458
427-11,3,12720,3239
562-5,2,14100,1667
4280-15,2,6060,1395
1086-31,2,13980,2694
3172-1,2,9360,2539
1950-3,1,9600,749
937-33,3,19920,2457
3540-19,1,3960,443
1036-14,1,7800,1139
366-26,2,14100,2685
2381-18,2,10800,2196
1062-30,2,9300,2752
2583-29,1,5100,935
1392-2,1,4740,975
2004-21,2,8340,1904
2027-28,1,7800,1236
2166-22,2,12060,3469
3661-23,4,23580,3127
330-4,1,8100,561
4330-19,2,3780,2345
3447-19,1,10620,860
3885-24,3,24960,3719
3226-25,1,2280,1249
3122-9,1,4440,768
2840-6,3,16440,2912
4076-34,2,9900,888
656-17,2,15600,1134
4148-14,2,11040,1032
4915-37,2,16320,1237
827-7,3,19620,2900
2810-40,1,5700,1169
4559-5,3,16560,2036
296-6,2,7860,2831
2192-26,1,5100,1585
4259-6,1,10560,1373
3668-40,1,4980,926
2435-30,4,32040,4938
1448-19,3,28200,3301
4791-17,5,23760,3205
4071-22,2,10080,1306
2283-38,1,6060,339
3822-21,4,25500,2686
3528-22,1,6780,1177
1784-16,2,12660,2905
4425-11,2,12360,1820
2724-25,3,16260,2995
2087-31,1,7500,1092
1849-38,4,19800,4340
164-37,1,7080,408
1639-18,2,13200,967
3886-18,1,5880,572
3208-27,2,11280,1338
3990-26,2,5520,1934
306-27,1,4680,1891
239-6,2,9480,1970
3362-40,2,10680,1251
340-23,3,14580,2562
4971-9,1,2520,282
4116-2,2,10800,2019
1862-33,1,4320,393
2659-3,3,15240,2229
1689-14,1,6120,1654
2491-13,2,12240,1893
4966-30,3,16200,2456
1780-41,1,10200,466
3297-41,1,4800,1057
3380-40,2,13440,2689
1838-4,2,9180,1833
776-23,1,6600,1208
3060-41,1,6720,1695
4606-20,3,16140,1645
4419-35,2,10500,2251
2067-22,2,10140,1812
2869-3,2,12780,2193
2169-5,1,9600,398
1285-4,3,17100,2059
358-23,4,24060,4765
3486-35,2,11340,1318
4145-39,1,1980,656
1426-27,3,24000,3219
2153-11,2,11220,2077
806-19,1,10380,492
898-37,3,18720,2685
3296-4,2,17400,1144
1839-22,2,7140,1470
2349-15,2,5760,1680
2319-39,2,8280,1560
2826-35,2,18840,2249
847-4,2,12540,2374
879-4,1,9540,657
1292-21,4,20460,4282
485-34,3,16200,2307
1674-25,2,9780,2434
3231-28,1,7620,233
933-28,2,13740,1742
3962-21,1,9720,451
1001-20,3,23820,3338
664-16,2,18000,3180
1781-17,3,18960,2802
472-5,1,6420,735
3145-8,1,4920,778
4046-37,2,13140,2325
3004-26,4,25920,5392
1997-7,3,23700,1808
3498-20,1,1920,327
4146-5,1,2820,1211
160-23,2,16320,2610
3499-17,2,7740,1603
4384-15,2,12120,2083
4201-12,1,5760,560
3595-26,2,9540,2619
2060-28,1,5640,802
1301-38,2,8400,2602
1161-9,2,12420,2318
2444-17,2,14460,2224
4821-26,2,16380,1716
3239-29,4,18120,2465
1260-38,2,10380,1193
4423-5,3,13080,2183
1870-10,2,9120,1840
4065-26,4,35460,5035
1245-25,2,12840,1519
2322-27,2,15120,642
3727-8,3,14160,3334
498-22,3,21360,2186
36-11,1,7980,352
3880-10,2,7980,1784
1257-20,2,15300,3002
3452-24,3,16740,2483
2903-21,2,14340,787
3251-2,2,16620,1218
4247-29,2,5460,917
4270-38,3,13800,3237
2020-17,2,9600,1987
4604-37,2,16620,1222
1137-10,3,30240,1149
2948-29,2,15540,2674
1058-28,2,14100,1318
1317-10,1,10080,217
3860-37,1,6960,676
3555-29,2,15780,1289
3741-40,2,17640,2090
2980-6,1,4620,662
5-39,2,12300,2499
2873-22,1,5700,474
2678-1,2,7440,1414
2614-38,1,7260,903
3330-33,2,5520,1245
4324-35,3,25740,2301
4358-32,3,13980,3629
2888-37,2,10200,1929
2408-12,2,8340,1444
3974-7,2,18780,1331
2533-14,1,2340,961
2480-21,4,28260,3872
4610-20,2,9960,1908
2442-14,1,6960,738
1152-18,2,15060,2462
3956-32,2,11040,1084
2056-14,2,7140,877
96-4,1,4140,1726
1716-6,5,32100,4601
1527-16,1,5400,389
4392-9,2,16980,2469
2296-20,2,3780,1485
1140-19,1,3300,520
4194-16,2,12720,986
753-36,1,7260,563
523-29,4,20940,3828
828-36,3,18900,3529
3344-5,3,24120,3432
4851-25,4,22500,2943
948-7,1,6180,1128
3669-25,1,1920,606
4433-24,5,19440,5648
4146-19,1,2160,698
1903-32,1,7260,469
3370-3,2,16080,2226
2129-34,2,9000,1551
328-35,2,8820,2681
1534-34,2,16260,1514
4586-12,2,16080,2322
418-11,4,28860,4567
4478-31,2,9780,1419
3983-12,4,33300,3974
769-8,1,2160,1078
1132-8,1,6540,1611
2762-26,1,10560,173
2652-11,4,24240,2242
1384-10,2,18240,963
2731-5,1,8340,910
302-6,1,10380,486
2588-31,3,13620,1771
4417-3,2,16200,2746
2060-7,2,12540,1543
1511-25,1,7860,1267
3813-21,2,15360,1030
661-33,1,3240,1653
4334-33,1,6180,625
522-37,3,13860,1618
1996-4,3,11940,3885
1042-25,1,4080,572
3509-24,3,20400,3114
2552-2,1,6180,1183
805-41,1,3480,1120
2279-27,2,11460,2435
1825-22,1,9840,780
2726-29,2,13740,1679
1709-20,1,4620,703
1159-3,3,15600,2958
1548-4,2,12420,892
4490-26,2,10860,1092
2457-25,3,21180,1675
4448-39,1,1860,1174
4032-34,1,9060,975
4966-27,1,4020,450
4752-36,1,8220,597
3005-23,3,14040,3050
811-7,7,45900,7012
2770-11,3,10680,2414
4160-23,3,22020,1054
3007-21,1,5520,769
2097-12,1,6840,1384
1480-31,3,16740,3195
2553-16,1,4740,477
3410-39,1,9840,1386
631-12,2,10860,1446
3446-32,2,10500,3205
1440-11,1,4740,461
3888-37,2,16980,2789
698-15,1,2100,710
152-35,2,12240,1134
4438-22,1,6540,772
4312-25,2,19320,2266
4225-30,3,18780,2500
765-17,1,2160,489
31-1,2,10800,2046
2955-28,2,12180,2028
4803-29,2,18000,992
2081-29,1,8760,1810
2547-41,1,2160,273
494-4,2,14460,1849
2362-39,1,9600,988
3004-15,3,9840,2759
2923-7,3,20940,2877
4689-38,1,5640,832
1120-29,4,22380,3261
3133-21,2,13080,1865
1502-24,1,2220,1490
1681-17,1,3840,1443
3921-37,2,10860,1727
2013-24,4,29040,4425
4878-27,2,16020,1529
733-27,5,31260,4527
43-23,3,16500,3125
4577-3,1,2700,1397
4524-13,2,15420,1763
3037-7,2,10680,2092
258-39,1,10260,1518
290-41,1,7620,558
2014-7,3,16560,2020
4675-41,3,14880,2938
1232-25,1,6180,938
3189-29,1,4140,971
3123-7,2,12120,894
3983-4,3,17220,3210
1371-12,2,11520,654
3655-19,1,3660,1311
2190-39,3,23880,2417
653-25,1,6900,567
3284-2,2,14880,1790
2087-30,3,13380,1706
1872-23,1,5940,1182
4284-22,2,10080,1785
1441-20,1,5340,911
1377-8,2,11160,935
3904-15,2,13080,1602
845-7,2,12660,1061
2051-22,3,21480,2790
700-9,2,4560,2042
3281-26,2,7920,2411
1314-29,3,15360,3289
991-39,3,20580,2381
294-26,3,22320,3093
3157-4,2,15180,1152
662-22,2,9480,1869
4277-36,2,11400,974
3668-33,1,5520,626
4566-16,1,6660,420
3970-15,4,27300,2754
1223-29,2,10560,1389
1830-6,2,14280,927
4897-28,2,17100,1527
1215-32,2,18060,1241
1718-22,3,18300,4220
446-5,2,12300,1058
1572-31,3,16860,4480
1142-37,3,13800,3630
3219-32,1,6180,1264
4998-1,2,15060,761
1954-28,2,11580,2712
3080-13,3,17460,3662
111-37,3,20160,2372
883-12,1,10020,1248
150-9,2,4320,2197
4694-15,1,6900,1061
786-38,1,4680,520
2155-19,1,6360,612
4989-20,2,10560,1483
3608-22,1,4740,1348
1369-41,4,25680,3923
3111-15,4,27840,3914
89-28,2,18780,2889
2237-12,3,20460,1211
1886-36,2,8160,1880
556-26,1,2880,1510
4892-4,2,13380,765
2334-13,3,18300,3224
3123-25,2,15780,1352
2002-14,1,7680,398
1460-8,2,16680,1243
1911-40,2,6000,1624
485-13,1,9480,575
1934-28,2,7740,824
2870-16,1,8700,1008
177-17,2,12840,507
3056-14,4,28440,3977
257-13,2,11520,1036
578-26,2,16440,1550
1123-25,4,24420,3949
702-29,6,51060,5467
2795-16,1,7020,1595
3477-35,2,15660,2184
129-27,5,22440,4254
1118-2,3,19440,1738
1403-15,1,1800,232
2886-4,1,6240,1127
687-12,2,8160,1988
951-40,1,5400,1457
530-3,2,11040,2541
1116-1,3,18960,2833
2346-9,3,21000,1357
1475-16,2,8640,2089
4487-19,1,10680,845
4917-17,3,16140,2750
3073-33,2,9600,1379
1422-19,2,11040,912
755-10,2,10620,1838
3177-13,2,12660,1971
3290-41,2,8040,1834
406-41,2,11880,746
2340-9,1,2100,1317
3310-32,3,17460,4154
1215-13,1,9960,1463
4944-21,2,17040,1734
680-32,3,14880,2446
3818-40,3,7560,2863
2395-8,2,12780,2449
4212-15,1,7080,830
3899-15,1,7320,361
4034-13,3,19980,3608
872-8,1,4860,315
3656-7,2,12840,2146
3527-24,3,21120,3696
4431-8,2,14820,802
1979-8,1,3480,181
2542-31,4,21420,4749
2638-39,2,13140,1652
378-12,2,13620,1268
701-6,1,6360,725
2299-40,4,29160,2672
4582-24,3,14340,1481
883-13,2,8160,2855
4647-11,1,5760,186
4864-41,1,6960,326
91-34,1,1860,902
4643-16,3,15360,2634
1607-1,2,13920,2272
1194-35,1,6000,1352
960-28,1,7080,693
3847-9,2,5520,1708
4526-3,4,31920,3338
3616-3,2,3960,1864
3294-12,2,11460,1117
4046-23,4,20820,1902
835-23,3,21120,3301
1844-30,4,19320,2925
254-40,1,7320,1868
3564-39,1,10260,582
3801-17,1,4860,356
3310-1,4,26580,3044
4156-13,3,17820,3812
1514-2,4,25980,4921
4757-18,2,13860,1258
4675-7,1,6060,1415
1306-17,2,8580,978
4410-2,2,13500,946
782-14,3,14640,2996
2150-37,1,8040,317
1200-16,1,8220,1260
1830-26,1,10680,1102
4903-24,2,9420,1559
4521-27,2,10200,1258
1901-18,2,10680,2254
1998-9,1,7440,1129
1286-40,1,8640,1235
3050-12,1,7080,566
3456-12,4,25080,3434
1080-27,3,20700,2094
699-24,2,12480,1838
2259-29,1,4560,422
3920-35,2,11520,1721
3166-25,4,19080,3166
501-14,1,3660,209
1971-15,2,11160,2423
910-22,1,4860,355
2802-12,1,10560,632
740-27,2,16620,2198
868-27,3,16920,2239
1805-38,2,16140,2623
2826-9,2,10620,2210
1196-39,1,1800,1304
1723-21,3,17340,3880
2440-35,1,9060,841
857-12,1,2640,1163
973-2,2,12840,2511
1603-4,1,10200,506
713-2,2,10740,1250
424-10,1,4860,1198
2140-27,1,9000,761
232-6,3,12180,2938
2184-1,1,8880,963
187-40,4,26880,3803
3936-22,2,14940,2239
2541-15,1,9960,248
3697-34,2,15300,2131
3583-16,1,9720,770
396-13,2,18780,1705
2504-1,4,17100,4427
1545-41,1,4440,1423
4692-40,1,2220,502
1286-38,2,11400,2276
1984-8,2,13260,2536
4322-6,1,4200,810
1802-29,4,29100,2891
2634-12,1,7560,271
41-31,2,4920,799
939-1,2,18600,2267
4509-34,1,10260,1448
1533-31,2,10740,2608
508-20,2,11040,645
2042-37,1,8580,870
2198-34,2,11580,1064
1247-36,3,22680,2398
2237-17,3,23460,2351
2439-21,2,13980,1231
1251-17,1,4200,378
603-22,2,17580,3165
1132-17,3,16560,2911
3961-41,2,8520,922
3884-3,2,10860,1895
3846-6,3,20280,3059
2431-41,1,10200,285
231-2,4,27600,2326
3972-2,2,14940,1405
3322-8,1,5820,349
1147-41,2,11400,1418
154-25,2,19860,2271
3819-10,2,15840,1254
3047-29,4,14220,3385
312-21,3,18420,1593
1903-35,4,20700,2770
1411-5,2,10860,1239
1402-1,1,7080,786
1495-24,2,15960,2389
2906-40,1,9540,1206
3534-32,1,3180,382
3326-33,2,13620,1369
4108-3,1,4980,782
2142-6,1,4740,504
20-30,2,17040,2437
1313-3,2,9780,2419
4754-32,1,4740,202
587-37,2,14760,1652
1434-7,1,10320,329
2819-2,2,10860,1531
757-1,2,12000,1023
2577-37,2,11700,2416
2417-15,1,3120,975
1126-4,2,6900,1735
4297-1,3,15060,2289
1617-35,2,8940,1163
4562-17,1,2940,1187
3842-12,1,4560,471
4407-16,2,15720,2839
4908-15,1,4500,638
197-10,1,3720,808
2911-32,1,7200,1451
1897-25,3,12240,2605
1343-8,4,16620,1805
1717-10,2,17760,1590
2268-18,4,24120,2299
4276-39,1,2280,945
882-26,3,25080,3082
3059-35,1,3360,195
1411-37,2,18600,1658
264-9,3,20880,3311
3112-14,2,13620,1497
30-30,2,12420,1727
1201-41,1,7080,1149
628-19,2,7620,1292
4199-12,1,6720,1533
2321-24,2,13920,1417
636-12,1,2940,1020
2331-35,2,18060,1598
19-23,2,19260,2039
4349-24,1,1920,837
3816-12,2,15540,2066
2256-24,1,6360,932
4962-21,3,13620,3230
1209-26,2,12360,1015
2746-17,1,7740,412
958-5,1,3720,788
3368-32,2,16320,1025
3118-20,2,14580,720
1140-6,3,15360,3165
1275-9,5,35100,5312
2481-25,1,7320,1030
53-3,3,21060,1118
4745-22,2,12060,2171
841-33,1,2880,219
4889-40,1,2220,289
4979-5,1,5640,278
1105-38,1,9960,208
1458-39,1,3360,1544
4423-36,2,16080,1738
4690-12,2,10860,2586
1649-9,2,11640,1467
4953-1,2,5580,1322
2580-41,2,9480,1920
3897-4,1,3180,1244
1909-32,1,7080,770
4993-34,1,9720,856
110-38,2,5400,1479
2635-4,4,20820,4146
4660-23,2,19380,2557
2657-9,1,7320,1150
3584-6,3,9720,2008
3454-25,1,10560,1442
129-11,1,2340,1284
1885-5,4,23760,3637
405-3,4,22140,2971
3555-25,3,18360,1911
2702-35,1,8460,477
1551-6,2,15120,2616
179-10,1,7920,1566
723-23,1,7620,883
1747-9,1,7320,444
1682-3,1,2160,899
1837-32,1,9720,1505
4551-30,1,10260,1495
1260-30,3,15840,3235
4457-19,2,15900,2139
2261-5,1,10200,1550
377-20,1,7620,440
3374-16,2,5940,3013
591-30,3,21000,2423
3419-41,3,18840,3539
4540-23,1,4620,1004
3868-26,1,8700,1226
1842-29,3,20520,3303
4361-19,1,10200,459
757-31,2,9000,2394
3066-1,1,4380,1284
2016-15,1,2760,376
3264-36,2,18660,1081
4601-30,3,27480,2893
3973-21,2,9600,1899
1490-26,2,16260,2649
2632-14,1,8580,1945
1223-1,2,11760,1352
2136-38,2,14760,1617
128-19,2,9420,2237
136-9,1,2220,1492
2681-1,1,10680,250
298-23,1,5640,320
3165-4,2,7080,1113
4995-37,1,8640,263
128-52,1,4500,1502
3596-38,2,11460,1782
817-9,1,1860,1128
3570-15,3,25740,2729
2256-4,1,10500,683
460-12,2,7980,1545
4941-10,2,8040,1377
3064-1,2,13620,1890
1831-33,1,7740,275
4624-39,4,20220,5367
2053-22,1,8460,871
1658-18,2,17400,1506
2541-7,2,12660,2255
1081-4,3,13440,2315
3169-39,1,8640,317
788-13,3,22560,2430
742-23,3,19500,2083
1712-36,4,22140,3568
2188-25,4,30240,3531
423-25,2,10560,2282
4770-33,1,5160,419
3689-20,2,13260,601
4258-18,1,9420,1007
1647-35,2,6900,1260
3368-19,7,49920,5045
1695-8,4,26280,4146
1957-10,2,5940,1798
1782-41,1,9360,474
2961-26,4,26160,3434
4072-29,1,6780,300
3819-30,2,18240,1843
2685-21,2,12060,1537
3140-22,1,5940,446
4575-4,2,13140,1072
2188-28,1,9900,487
3172-22,2,14580,2182
525-27,2,12420,2097
1515-40,2,10200,1590
4393-8,2,6480,1241
3360-7,2,8220,1553
1509-18,2,10380,1202
4728-38,1,3540,1063
3427-29,2,14340,2132
1616-37,2,12720,1816
2051-39,1,9840,776
510-8,1,7800,1576
2655-27,3,18600,3157
322-5,2,15840,1269
3576-36,2,15480,910
1179-16,2,8160,1542
464-33,1,4980,1214
4078-11,2,15780,2230
4200-24,1,1920,706
955-35,1,10200,450
59-26,1,8160,1551
141-21,3,15720,3091
966-13,2,11280,1457
96-36,3,28680,2022
213-4,2,19680,2283
3861-35,1,5880,1410
4822-40,3,23280,2025
4802-18,5,30900,5079
2817-12,2,9000,1753
1212-6,2,15540,2173
2684-8,2,13680,2267
74-33,4,36660,5238
140-25,2,9420,2010
471-22,3,10440,2820
1996-29,1,7380,333
4048-34,3,17940,2626
2626-12,2,12780,1298
2694-10,3,12720,3514
4862-24,1,6180,774
1430-25,2,7920,2720
495-52,1,8580,1287
2121-21,2,18360,1226
161-11,1,10560,179
634-31,2,19440,1566
2375-6,1,6720,1608
4005-36,1,3000,1152
3391-33,3,20340,3366
3636-32,2,17220,1413
436-20,2,17520,2066
2589-28,2,15840,1632
4910-33,2,16800,1894
1491-52,2,14400,1578
4025-38,1,6420,737
4636-36,4,19500,2677
3310-31,2,17820,2751
4637-22,2,10680,1012
671-34,1,5520,1802
863-30,2,14700,2391
492-14,1,1800,1477
2498-38,4,36000,3323
4782-39,1,3960,740
2695-20,2,11400,2384
1706-41,2,19380,1787
3472-41,2,14160,1968
4203-16,1,7620,1298
3833-1,2,9180,614
1412-41,2,9060,1255
2319-27,2,15480,1861
555-36,1,7020,1999
807-16,1,3180,1211
107-1,1,5640,874
3782-31,1,6120,989
3374-24,4,28380,3625
1764-21,1,3180,977
1356-36,1,3720,1279
2911-21,4,17460,3447
2113-3,1,3180,844
2457-5,1,7380,406
2480-32,2,11160,1010
2002-40,3,18660,3139
1626-19,3,9060,2975
3047-33,3,29520,2622
846-14,2,9900,1670
4385-33,2,10740,1285
757-4,1,9960,651
2652-12,3,21480,2188
67-32,1,5820,411
1458-9,2,10920,2736
3527-23,2,14220,2895
1716-26,1,1860,1284
1650-36,2,8880,1797
2116-11,2,19980,742
3897-33,3,23340,1661
2565-28,1,9300,573
4407-33,1,5040,1031
441-29,1,2460,1108
4963-21,3,20100,2910
247-5,3,16920,3572
80-5,1,7140,974
361-21,2,9300,1159
2987-2,1,4620,636
3783-35,3,20940,3275
4434-3,3,17100,1676
3328-4,2,13560,1135
4863-18,2,10560,2651
1601-15,2,19080,1896
3599-16,2,11460,1541
19-31,1,2460,347
2076-13,2,7380,2544
3425-30,1,4080,1542
1807-34,2,10800,2689
3918-32,2,12420,1064
4134-17,1,8220,474
2336-41,1,4140,1363
2766-5,2,16380,2481
2261-8,2,10020,1829
1748-1,1,8100,248
4927-11,1,3180,405
2178-33,2,8940,1487
2059-3,4,16200,5188
20-23,2,12780,799
3628-8,3,12660,1868
3204-19,3,14220,2560
2277-32,2,10020,2140
2672-7,1,8640,1599
253-12,3,14400,2835
714-8,2,8580,1849
1348-23,3,12120,3271
972-25,2,15720,1913
2522-9,2,9060,1716
1865-16,2,12420,1645
3951-33,2,13380,1505
1330-33,3,17760,3008
3362-14,3,21000,2377
4150-21,3,19320,2480
1206-13,3,16080,3700
3486-36,3,17280,2287
4996-38,3,18540,2635
1077-9,2,14100,1360
3378-27,3,26580,2400
1453-29,3,27360,2208
1523-7,2,8760,1683
2187-14,3,17580,2272
4013-1,3,17640,3874
4145-32,2,19080,2950
2995-37,2,15780,2148
3399-37,1,6720,711
1123-37,1,6480,1475
4030-9,3,29160,1336
3110-4,2,15900,983
4969-10,1,3180,892
2865-23,3,23520,2056
1842-14,3,18120,3229
1135-23,1,8580,305
628-36,2,7860,993
4946-18,4,31320,3173
1897-32,3,18240,1521
4297-32,1,8100,436
3077-20,3,15540,2234
3670-27,4,19140,3455
1849-40,1,7560,902
2217-36,1,5100,635
3511-17,1,5460,928
4641-22,3,10560,2465
298-3,4,26880,3766
343-17,1,2280,1410
1928-31,1,1800,775
3667-10,2,7560,1773
3450-36,3,21480,3503
3573-1,2,12900,1799
762-32,2,11160,1564
4254-28,3,17100,2524
1294-15,2,14040,3103
1345-36,2,10320,1199
525-20,4,27060,4349
550-32,3,22560,2762
3892-12,1,4860,810
3398-11,1,3180,958
3071-21,1,7740,1416
2157-2,2,7800,2720
724-18,1,9120,396
3536-20,1,2520,1516
1266-22,4,24360,2746
179-39,2,11760,1815
4729-40,2,12060,2340
377-4,4,25020,4097
3228-29,2,4740,2818
1904-15,3,21180,3726
3605-32,1,6960,659
304-19,1,2280,1369
2508-17,2,15780,1267
4172-3,2,12660,2452
40-34,4,35280,4105
3784-7,3,21240,2305
3330-11,2,17100,1127
895-18,1,2700,1002
111-26,3,24480,3269
4062-33,1,5880,739
2768-12,1,8340,1204
3632-41,1,4320,540
603-26,2,19860,1382
2337-9,1,3660,1597
2970-15,1,6660,812
2510-41,1,6960,650
4624-7,1,3840,1470
955-12,5,33060,5750
3034-11,1,8160,1747
1746-18,2,7260,2273
4315-24,1,7200,1517
860-22,1,10200,1335
1302-40,3,20820,3258
3348-22,2,9540,2212
718-21,3,16560,2384
2979-38,2,15240,1315
2729-21,4,34740,3961
4058-9,1,8340,575
166-6,1,9240,1288
3564-11,2,14100,1266
2420-25,2,14340,2617
3939-30,1,1800,1536
721-1,3,18480,3071
4984-19,1,4020,1015
4212-14,3,12660,3442
991-31,1,8460,425
4006-19,3,22860,3295
3109-41,2,10920,1831
3579-5,1,9600,273
1892-37,1,3120,712
4742-52,1,6120,323
1294-4,1,10260,683
4886-16,2,14940,2118
2435-4,2,9720,3796
128-21,2,12360,2045
689-3,4,28500,2024
2912-16,1,2520,787
731-7,1,6420,1073
1410-33,2,11940,1386
534-41,3,21780,3585
4674-5,1,6900,1023
551-40,2,19140,1883
933-34,3,13080,1743
4483-22,2,9780,1739
341-31,5,44640,3601
3916-35,4,22980,4267
4283-6,2,10860,2726
4848-10,3,26820,2971
4803-36,4,27660,4716
3490-30,1,3840,724
2649-26,1,6660,375
829-28,1,6300,699
3821-20,2,12180,2172
899-39,1,9360,1141
480-26,3,17220,3565
4626-15,1,10440,1102
1504-10,1,9900,1143
2341-34,2,15480,961
2147-39,1,6840,1054
664-31,1,8820,393
2488-16,3,16200,3130
4328-28,1,6900,919
4302-13,4,26460,2389
3005-8,2,15480,1276
44-13,3,25620,2245
1443-24,2,11700,3120
1218-23,2,14820,1774
983-22,3,15960,2148
1571-19,2,12480,1612
2883-6,2,17280,1218
1637-41,1,4620,974
229-3,2,13020,2198
739-10,3,21060,2359
3657-12,2,14100,2276
727-24,2,7620,1591
1189-19,6,52500,6392
3794-27,2,9240,3342
260-2,4,28920,4762
2306-12,1,8400,1577
2615-38,1,7860,896
2628-10,2,6840,1428
424-5,1,4440,295
2696-33,1,8760,498
2319-8,3,17820,2411
3133-36,4,29100,2595
4477-31,2,10320,1182
4846-38,2,10800,1804
2925-7,1,10560,1072
2712-4,2,9000,2112
2615-26,3,12780,3308
4101-33,3,21120,2541
4615-15,1,2460,473
1666-10,1,3840,1638
4858-10,1,9420,486
1101-30,3,17940,2435
2069-36,1,5160,451
1027-37,1,9540,1536
3982-11,2,18240,2623
637-26,2,16680,3088
831-9,1,3120,1030
4998-26,1,3720,1464
1762-10,1,5580,387
4706-41,2,20340,2152
5-4,3,20400,2813
4571-41,1,6480,616
4312-38,3,15180,2900
420-35,2,15660,1371
3679-13,4,15900,3354
3948-2,3,22860,2941
2589-2,1,4500,619
87-24,2,19980,1027
4843-2,2,10260,1814
1938-10,2,14820,2176
3961-19,2,10440,2013
3792-11,3,11640,1292
996-5,2,18600,2260
3871-22,2,16440,2519
2056-16,3,23820,1794
77-28,2,10980,2550
4893-6,1,2460,542
4176-25,2,13560,1003
1314-35,1,6240,2078
4385-31,3,19800,3075
4495-26,3,24180,3870
2681-25,2,12780,1060
4115-14,2,4920,2096
49-24,2,11700,1469
1768-5,1,2940,1308
403-34,1,5580,928
4448-24,2,11640,1638
731-24,1,9780,858
3351-33,2,14280,2150
4073-13,1,9420,822
1938-25,3,20460,2365
867-8,1,2880,380
2882-23,1,8100,518
2454-30,2,11400,1426
3711-27,1,3900,448
652-9,3,16920,3994
349-24,4,28380,3050
4848-18,1,3480,319
2701-29,1,2340,1073
353-20,3,28980,1779
2949-33,3,23640,2222
4676-19,1,9000,371
1914-6,2,10560,1751
4627-34,2,10320,1713
3265-10,3,18420,3551
4331-30,2,7800,993
466-31,3,17100,2292
1747-26,3,28020,1916
2076-10,3,22080,2478
2013-30,1,8160,440
2566-13,1,10320,1729
795-1,1,6120,1029
2416-32,2,15060,1106
2391-3,1,4320,1033
2093-10,4,22740,4810
2874-19,2,8640,518
2622-34,1,5640,356
566-12,3,25080,2322
3802-32,2,12480,1693
3408-7,1,8520,395
4734-39,2,11040,2564
4206-18,2,13620,1522
1409-22,2,14400,1655
1324-7,2,13440,1890
2315-14,2,14400,1299
2892-31,1,8580,404
2748-9,2,9180,978
3262-11,4,25920,2889
971-31,1,7440,634
3715-9,2,13200,2211
4268-40,1,7200,363
595-17,3,19740,3709
2912-18,1,7860,473
3159-9,2,11640,2405
4012-9,1,10080,1036
1037-34,1,9000,1479
1063-6,2,15480,1630
4485-32,2,9240,1401
4275-20,3,17640,2069
4784-36,2,10800,2878
1832-21,2,13620,1331
1708-36,1,7080,694
3549-34,2,12900,1494
1077-7,2,8580,1413
3156-16,1,5760,1638
2117-23,1,9780,996
135-27,2,10440,1414
4385-41,1,5220,1219
836-24,5,29580,5824
4403-7,1,1860,203
3587-8,3,24720,2082
3635-3,1,5280,898
2875-3,1,7560,966
3208-17,3,19680,2378
2176-1,2,16620,3059
940-41,1,2460,1502
490-1,1,5940,309
88-2,1,5520,648
1056-41,3,20700,2714
1896-34,1,9720,945
3162-15,1,9120,739
2242-10,3,27420,2395
2881-32,2,17760,1467
4165-26,3,10320,3416
3837-35,3,12300,3187
2484-14,2,16200,2352
4601-7,1,10560,1499
4065-18,1,7440,1606
2396-30,1,7680,1307
3759-13,1,8160,265
2003-36,2,12000,475
